date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2017-01-03,197.7758080907642,199.059074817935,195.12269695077532,196.44098656733652,8408766.399729423,73.16119879138286,73.93697156731216,72.22471215219082,72.9714809418161,14714247.280154027,0.0,1.0
2017-01-04,198.8589645143736,200.06196378395265,197.12971566239986,198.36281715058803,7685855.153501926,74.18066166886379,74.63887577737388,73.09297735233439,73.47520391579141,12400983.389114372,0.0,1.0
2017-01-05,200.331131209827,200.9322212872231,197.96618776485153,198.618687669252,7765184.462483089,74.74528768627363,75.28161092722453,73.6594271620538,74.07477609291644,12476423.921948176,0.0,1.0
2017-01-06,202.76710997779284,203.79230669745522,199.48763948138324,200.66338328843958,9732047.424185658,75.42155592605815,76.02623084356655,74.29372207484873,74.92854478052884,15995174.409511914,0.044328233947341034,1.0
2017-01-09,203.02519097261393,204.00779532851433,201.6251857788455,202.84326360703514,7744334.63627849,75.4963944607116,76.0003662912569,74.88672847903555,75.44096646898191,12507411.682589239,0.0,1.0
2017-01-10,202.79350711710958,204.0624093884736,201.78523051887268,203.035180579265,6977994.257050683,75.48474779041963,76.18657373935446,74.89675471643507,75.4935892448533,11337176.84712249,0.0,1.0
2017-01-11,203.8345478139404,204.1054178505086,201.75634013629823,202.91962326210194,7337425.036528256,75.97694999947714,76.26822555057426,75.13385417787418,75.58899599709515,11775389.770423563,0.0,1.0
2017-01-12,203.49995107202355,204.01296330136003,201.4687657172038,203.37575087988063,6647490.714642523,75.77756120960034,76.18096854859068,75.02669638437636,75.75708650667966,11269294.827661572,0.0,1.0
2017-01-13,204.62378394092065,205.6031097735293,203.62380998725587,204.00193255741002,7747217.32563222,76.64998103035913,77.12216424374412,75.93786033953558,76.12115552964677,12023901.78187116,0.0,1.0
2017-01-17,204.26905819787584,205.1638375248841,202.6438337411401,204.25956187295571,6998812.933499846,76.80651512007064,77.33748906119186,75.90537172115978,76.48629636993066,11952984.353834948,0.0,1.0
2017-01-18,204.53306379823414,205.02709645655895,203.0408975582508,204.66994070385977,6642230.456030805,76.85501152030378,77.29161616696257,76.1813964858257,76.98386519954803,10717283.186595898,0.0,1.0
2017-01-19,204.2829690876021,206.38956879620866,203.79890394228164,205.17212717244246,6780739.8475387655,77.24837967543935,78.17406146864718,76.90043333013367,77.60906558689767,10310682.3048184,0.0,1.0
2017-01-20,204.96174524658784,205.80123684965196,203.96421610192414,205.35564261120555,7568508.129670103,77.37727976536111,78.02667677330061,76.98599673827682,77.63626793588011,12830389.160162346,0.0,1.0
2017-01-23,207.61347280917772,208.25271308486404,204.50095670675688,205.4093974418374,6912278.984493704,77.72757051060962,78.1971978481152,77.0463314487085,77.44688357651732,14302393.29212197,0.0,1.0
2017-01-24,208.739451573269,209.4241998954342,206.87613277595514,208.12918617768597,7805555.720886668,78.15309169560058,78.55894399643537,77.3861295156573,77.92601357927784,13330312.875637427,0.0,1.0
2017-01-25,210.84677491209393,211.29210502991552,208.61925276447522,209.75914349579287,8105868.769382871,78.72853166199579,79.16657734467853,78.02774902885135,78.5088756778192,13879376.3304194,0.0,1.0
2017-01-26,211.9020948897104,213.49137379080523,209.95542055680195,212.17326774848863,10154632.229056092,80.08034894189856,80.95060249986719,79.17116134942705,79.94164248117822,21374073.529295452,0.0,1.0
2017-01-27,210.13772192735976,214.11997317292293,208.56349254356067,212.3711572503503,7784817.216255592,79.86798461392776,80.8199803807936,78.85365609632144,80.25048857271565,18703105.085752938,0.0,1.0
2017-01-30,206.58032156577556,209.0168226643131,205.02442917322685,208.6456873725433,7730492.427724008,79.48994049026902,79.9316823108733,78.43041329808166,79.67003961567673,18655982.261629727,0.0,1.0
2017-01-31,205.682669370526,206.6247211918471,204.01208795339295,205.46969819960458,7966062.931210325,79.2736741771012,79.70344671019762,78.68259617972136,79.17245396535685,15107478.911437197,0.0,1.0
2017-02-01,205.83198149119843,207.51489542992587,204.17180665123266,206.60576958519644,14188761.341242585,79.91283850593256,80.5029402463182,78.88277722133623,79.73283429916758,21444795.595795613,0.0,1.0
2017-02-02,205.45927981856713,207.64571436419365,204.14190904941694,205.55131437919553,13556933.198876059,79.14197779093168,80.52266495362649,78.84817426796423,79.83542572931408,19123080.439379755,0.0,1.0
2017-02-03,206.10108650079692,207.57690810310842,205.48181289537877,206.42356226598426,7825436.321781662,79.41624773940919,80.12120186106495,79.00841081614396,79.43606634755994,12863115.006764494,0.0,1.0
2017-02-06,206.1535393862804,206.6650171810884,204.2725874758921,205.92240088192975,6124104.808825062,79.37133785258071,79.81364536558475,78.58231471642918,79.34685575142686,10435044.260380896,0.0,1.0
2017-02-07,207.36297740925565,208.38239045370904,205.92886173041333,206.74153293787074,6458681.827453431,79.59447340649633,80.1715804356861,79.07699120680897,79.52766774309116,11440637.642834842,0.0,1.0
2017-02-08,208.05396192814464,209.2892584882759,206.54498951033125,207.7190134055409,7854357.872515351,80.13024704279782,80.79652507436262,79.43461507149803,79.88813028462485,12065448.200333025,0.0,1.0
